Order ID,Order Date,Ship Date,Customer Name,Customer ID,Customer Segment,Category,Product Name,Product ID,Region,State,City,Quantity,Unit Price,Discount (%),Sales Amount,Cost Price,Profit,Stock Left,Auto Reorder,Reorder Quantity,Supplier Name,Supplier Email,Payment Mode,Delivery Status
ORD1246,02-10-2024,08-10-2024,Christopher Rose,CUST853,Consumer,Furniture,Study Table,PROD2301,West,Kentucky,Douglasville,8,1124,10,8092.8,5438.66,2654.14,0,Yes,27,"Gonzalez, Reese and Hunt",pramirez@allen-ballard.biz,UPI,Delivered
ORD1247,20-04-2024,23-04-2024,Melissa Guerrero,CUST733,Corporate,Office Supplies,stapler,PROD6379,West,Arkansas,Lake Brookeport,10,1795,20,14360,9860.88,4499.12,29,NO,0,"Hutchinson, Richards and Church",tracy04@smith.biz,Credit Card,Pending
ORD1248,07-07-2024,13-07-2024,Pamela Herman,CUST605,Corporate,Furniture,Dining Table,PROD3301,North,Rhode Island,Stevensborough,7,3474,10,21886.2,18926.59,2959.61,2,Yes,33,"Wilson, Davis and Scott",rodriguezjodi@jones.com,Credit Card,Pending
ORD1249,01-01-2026,03-01-2026,Susan Johnson,CUST373,Consumer,Office Supplies,Notebook,PROD8017,North,Indiana,North Kathleen,3,1916,0,5748,4683.38,1064.62,48,NO,0,Carpenter-Becker,teresamills@martinez.com,UPI,Delivered
ORD1250,07-09-2025,08-09-2025,Billy Ward,CUST740,Corporate,Furniture,Book Shelf,PROD7976,South,Utah,Dustinmouth,9,4865,10,39406.5,30614.52,8791.98,41,NO,0,"Carter, Keller and Maldonado",pharris@harris.com,Credit Card,Cancelled
ORD1251,10-04-2025,16-04-2025,Sara Greene,CUST151,Home Office,Furniture,Study Table,PROD1087,East,Wisconsin,Port Molly,8,1676,5,12737.6,10868.62,1868.98,39,NO,0,Santana-Wagner,agonzalez@sanford-swanson.com,Net Banking,Returned
ORD1252,10-01-2025,16-01-2025,Jeremy Stone,CUST767,Corporate,Office Supplies,File Folder,PROD9301,South,Connecticut,Bonniemouth,9,3733,20,26877.6,20142.33,6735.27,8,Yes,47,"Collins, Smith and Morgan",jasmineleonard@harrington.org,UPI,Pending
ORD1253,16-12-2025,21-12-2025,Sara Morgan,CUST675,Corporate,Furniture,Dining Table,PROD4237,East,Rhode Island,Carmenfurt,5,1662,10,7479,6451.98,1027.02,25,NO,0,"Johnson, Jones and Trujillo",jcortez@carlson.com,UPI,Pending
ORD1254,20-10-2025,27-10-2025,Kevin Garcia,CUST459,Home Office,Furniture,Office Chair,PROD6721,East,Arkansas,Port Laura,6,798,0,4788,3232.16,1555.84,20,NO,0,"Owens, Parsons and West",amybentley@james-ross.biz,Net Banking,Pending
ORD1255,22-10-2024,29-10-2024,Tony Bean,CUST574,Consumer,Grocery,Eggs,PROD1375,South,Michigan,Fergusonmouth,10,1909,10,17181,14496.06,2684.94,43,NO,0,Edwards Group,hesterlinda@schwartz-shaw.com,UPI,Delivered
ORD1256,02-01-2026,09-01-2026,Tyler Reese,CUST857,Consumer,Grocery,Bread,PROD6942,South,Oklahoma,Kevinbury,9,440,0,3960,2687.09,1272.91,2,Yes,45,"James, Butler and Russo",justinfuller@clark.biz,UPI,Pending
ORD1257,10-09-2025,16-09-2025,Donald Gutierrez,CUST605,Consumer,Furniture,Dining Table,PROD8533,West,Nevada,Donside,5,4725,0,23625,19086.91,4538.09,7,Yes,44,Gray Inc,renee87@harvey.com,Cash,Pending
ORD1258,09-12-2025,16-12-2025,Lindsay Cobb,CUST638,Corporate,Office Supplies,Calculator,PROD9910,East,West Virginia,North William,6,2779,15,14172.9,9214.07,4958.83,1,Yes,22,"Gonzalez, Patel and Anderson",michelleadams@taylor.com,Credit Card,Cancelled
ORD1259,26-10-2024,29-10-2024,William Rodriguez,CUST602,Corporate,Electronics,Headphones,PROD7897,North,Vermont,North John,2,3754,0,7508,5257.76,2250.24,30,NO,0,"Hutchinson, Lopez and Drake",bryantjessica@jones.com,UPI,Pending
ORD1260,18-05-2025,22-05-2025,Andrea Martinez,CUST371,Home Office,Electronics,Headphones,PROD5447,East,Maryland,Port Jerry,8,1116,15,7588.8,6805.83,782.97,38,NO,0,"Berry, Stewart and Donaldson",joshua73@chandler.org,UPI,Pending
ORD1261,18-08-2024,20-08-2024,Brian Anderson,CUST812,Corporate,Grocery,Bread,PROD6095,North,Texas,Lake Billyshire,5,2084,10,9378,8149.63,1228.37,8,Yes,40,"Holder, Fleming and Davis",cflowers@keller.com,UPI,Cancelled
ORD1262,13-10-2025,14-10-2025,Joseph Moran,CUST351,Consumer,Grocery,Milk,PROD4515,North,California,South Sarah,1,3958,10,3562.2,2457.56,1104.64,31,NO,0,White PLC,allison08@alvarez.com,UPI,Pending
ORD1263,23-10-2025,29-10-2025,Jennifer Lopez,CUST725,Home Office,Electronics,Keyboard,PROD2232,West,Oregon,Knoxburgh,2,2604,10,4687.2,3941.06,746.14,13,NO,0,"Miles, Massey and Lyons",suzannewinters@garza-alexander.com,Credit Card,Pending
ORD1264,16-03-2025,19-03-2025,Stephen Ramirez II,CUST132,Consumer,Grocery,Eggs,PROD9462,East,Massachusetts,Port Lisaton,2,2877,0,5754,5143.89,610.11,0,Yes,48,"Daniels, Horn and Brown",andrewtapia@parker.biz,Cash,Returned
ORD1265,08-10-2025,10-10-2025,Stephen Marsh,CUST513,Consumer,Furniture,Study Table,PROD4201,East,Hawaii,Christopherberg,1,4924,10,4431.6,2924.66,1506.94,18,NO,0,Brown PLC,kristinewilliams@castillo-odom.biz,Net Banking,Returned
ORD1266,20-02-2026,25-02-2026,Joseph Richardson,CUST756,Home Office,Grocery,Milk,PROD2066,North,Massachusetts,North Justin,6,4631,0,27786,21247.28,6538.72,26,NO,0,Ferguson and Sons,lwilliams@clark.net,UPI,Cancelled
ORD1267,24-09-2025,27-09-2025,Kelli Wallace,CUST380,Corporate,Furniture,Study Table,PROD6328,East,Alaska,East Jose,7,903,20,5056.8,3142.65,1914.15,15,NO,0,Gray LLC,crystal84@harris.info,UPI,Returned
ORD1268,29-11-2025,04-12-2025,Katherine Fitzgerald,CUST420,Corporate,Furniture,Dining Table,PROD3251,South,South Dakota,New Jessicahaven,1,102,20,81.6,70.82,10.78,25,NO,0,"Gonzalez, Chase and Dickson",lrodriguez@potts-cruz.com,Cash,Delivered
ORD1269,21-08-2024,23-08-2024,Tiffany Smith,CUST615,Consumer,Office Supplies,stapler,PROD6270,North,Oklahoma,South Michael,5,1555,0,7775,6620.74,1154.26,40,NO,0,Moore-Martinez,amandajackson@mills.info,UPI,Pending
ORD1270,10-11-2024,17-11-2024,Ashley Tran,CUST288,Consumer,Electronics,Keyboard,PROD6224,East,New Jersey,Jonesport,7,331,20,1853.6,1290.93,562.67,25,NO,0,"Li, Hernandez and Fischer",paul36@austin-hanson.biz,Credit Card,Pending
ORD1271,20-03-2026,25-03-2026,Heather Esparza,CUST605,Home Office,Furniture,Study Table,PROD1472,East,Idaho,Lake Mitchelltown,8,2709,0,21672,19153.2,2518.8,24,NO,0,Flores-Jimenez,bhurley@leach-carter.com,Credit Card,Returned
ORD1272,13-02-2025,17-02-2025,Mr. Edward Foster DDS,CUST542,Corporate,Electronics,Laptop,PROD2554,West,Wyoming,East Megan,5,1680,15,7140,5385.54,1754.46,20,NO,0,Parker Inc,umiller@marshall.com,Cash,Returned
ORD1273,10-05-2025,17-05-2025,Melissa Rosario,CUST572,Consumer,Furniture,Book Shelf,PROD3107,North,South Carolina,North Richard,5,2483,20,9932,7647.74,2284.26,12,NO,0,Parker-Mcgee,morrisjody@wright.com,UPI,Pending
ORD1274,07-11-2025,08-11-2025,Charles Turner,CUST884,Home Office,Grocery,Milk,PROD7974,North,Alaska,West Katherine,9,2227,0,20043,14010.07,6032.93,50,NO,0,Herrera LLC,pbartlett@peterson.biz,UPI,Cancelled
ORD1275,14-07-2025,20-07-2025,Michael Ortiz,CUST596,Corporate,Office Supplies,Calculator,PROD5385,East,Louisiana,Taylorberg,5,3970,10,17865,14761.37,3103.63,22,NO,0,"Chambers, Garrett and Anderson",wbray@thomas.com,UPI,Cancelled
ORD1276,05-10-2025,06-10-2025,Terry Watts,CUST584,Consumer,Electronics,Laptop,PROD4324,West,Massachusetts,Lindaville,9,4378,20,31521.6,28008.14,3513.46,47,NO,0,"White, Webb and Richardson",christopher63@perez.com,Cash,Cancelled
ORD1277,02-06-2024,09-06-2024,Laura Brown,CUST513,Consumer,Grocery,Milk,PROD5951,South,Wyoming,Villamouth,6,2041,5,11633.7,9172.92,2460.78,38,NO,0,Mills-Simpson,victorbrown@hughes.com,Credit Card,Delivered
ORD1278,04-02-2025,10-02-2025,Dominique James,CUST145,Corporate,Grocery,Milk,PROD1057,North,Florida,Jackside,5,3823,10,17203.5,14767.66,2435.84,42,NO,0,"Miller, Gonzales and Atkins",michael02@hill.com,UPI,Pending
ORD1279,11-06-2025,12-06-2025,Debra Waller,CUST105,Corporate,Electronics,Headphones,PROD9853,East,California,Murphybury,10,1516,0,15160,12208.93,2951.07,24,NO,0,Cohen and Sons,lee56@morgan.biz,Cash,Cancelled
ORD1280,21-04-2025,24-04-2025,Dustin Mcdonald,CUST967,Consumer,Electronics,Monitor,PROD5019,East,Florida,West Tamarafort,10,4436,20,35488,30900.18,4587.82,30,NO,0,Sanchez-Pham,shanemata@whitaker.info,UPI,Returned
ORD1281,27-04-2024,30-04-2024,Dean Gonzalez,CUST528,Consumer,Electronics,Laptop,PROD8633,West,Maryland,Bradyport,1,2070,20,1656,1263.9,392.1,1,Yes,47,"Elliott, Bridges and Gordon",lisamiles@glass.com,Credit Card,Pending
ORD1282,09-03-2026,10-03-2026,Darrell Clark,CUST113,Consumer,Grocery,Fruits,PROD4910,East,Alaska,Ryanfort,7,2190,15,13030.5,10936.81,2093.69,23,NO,0,Shaw-Bishop,andrew35@campbell.com,Credit Card,Pending
ORD1283,14-06-2025,20-06-2025,Elizabeth Mathews,CUST117,Corporate,Electronics,Laptop,PROD8752,West,Missouri,North Traceystad,4,2400,10,8640,7443.52,1196.48,6,Yes,34,Mack-Thompson,jonesjulia@brady.net,Cash,Pending
ORD1284,13-10-2025,17-10-2025,Mary Chaney,CUST803,Home Office,Grocery,Fruits,PROD4703,West,Oklahoma,East Jonathan,7,3330,5,22144.5,16036.64,6107.86,26,NO,0,Wagner-Chavez,meyershannon@lopez.net,UPI,Delivered
ORD1285,08-04-2024,15-04-2024,Natalie Espinoza,CUST565,Home Office,Furniture,Dining Table,PROD8250,East,Wyoming,Ramirezville,4,3013,15,10244.2,7845.69,2398.51,14,NO,0,"Miranda, Morrison and Barry",jenniferenglish@mcguire.org,Cash,Pending
ORD1286,07-05-2025,10-05-2025,Michelle Berry,CUST162,Consumer,Grocery,Cheese,PROD2645,East,Kentucky,Jeffreyfurt,9,1697,15,12982.05,8430.28,4551.77,13,NO,0,Smith-Sanford,xgarcia@gonzalez.net,UPI,Pending
ORD1287,19-01-2025,21-01-2025,Kathy Murray,CUST253,Corporate,Electronics,Monitor,PROD2086,West,Idaho,Kirbymouth,4,510,20,1632,1350.84,281.16,22,NO,0,Bartlett Inc,margaretvincent@wade-rogers.com,Cash,Delivered
ORD1288,09-07-2024,15-07-2024,Dawn Callahan,CUST334,Consumer,Furniture,Book Shelf,PROD9163,North,Rhode Island,West Alicia,1,4410,0,4410,2703.35,1706.65,46,NO,0,Rodriguez-Kirk,josejennings@carter.com,Cash,Pending
ORD1289,03-08-2024,09-08-2024,Steven Johnson,CUST339,Corporate,Grocery,Bread,PROD5359,North,Tennessee,New Mariehaven,1,4623,15,3929.55,3361.07,568.48,39,NO,0,Swanson LLC,sean50@johnson-martin.net,Net Banking,Pending
ORD1290,03-10-2025,07-10-2025,Marc Crosby,CUST262,Home Office,Office Supplies,stapler,PROD8231,East,Wisconsin,Campbellport,5,4560,15,19380,16796.47,2583.53,41,NO,0,"Ramos, Yoder and Ortega",danielle77@hoffman-fisher.info,Net Banking,Cancelled
ORD1291,12-09-2025,15-09-2025,Darlene Hunt,CUST582,Home Office,Furniture,Office Chair,PROD3701,North,Vermont,Port Zacharyland,3,2358,15,6012.9,4217.14,1795.76,25,NO,0,Hart-Henderson,kennethcruz@friedman-leonard.info,Cash,Cancelled
ORD1292,26-08-2024,28-08-2024,Amanda Kim,CUST268,Corporate,Electronics,Keyboard,PROD2044,North,Arkansas,South Kimberlychester,2,4219,20,6750.4,4443.3,2307.1,47,NO,0,Clark LLC,zwolfe@chandler-perez.com,Cash,Cancelled
ORD1293,08-10-2024,13-10-2024,Garrett Hansen,CUST171,Consumer,Grocery,Milk,PROD3164,South,Nebraska,Zavalabury,6,1071,10,5783.4,4734.11,1049.29,33,NO,0,Smith-Miller,vegachristina@campos-hood.com,UPI,Returned
ORD1294,29-03-2025,02-04-2025,Patrick Franklin,CUST102,Home Office,Grocery,Milk,PROD5665,East,Kentucky,Meganview,9,1062,5,9080.1,5643.56,3436.54,22,NO,0,Fox-Collier,brian15@chen.biz,Cash,Pending
ORD1295,20-11-2025,23-11-2025,Rachel Wood,CUST226,Consumer,Office Supplies,stapler,PROD6290,West,Rhode Island,South Alejandraview,4,4767,20,15254.4,11352.14,3902.26,38,NO,0,"West, Shelton and Miller",patriciaflowers@sanchez-russell.com,Net Banking,Cancelled
ORD1296,03-06-2025,08-06-2025,Michelle Vance,CUST578,Corporate,Office Supplies,File Folder,PROD5092,East,Hawaii,West Nicholasstad,2,189,5,359.1,262.81,96.29,46,NO,0,Carter-Stephens,fjacobs@warren-skinner.com,Cash,Cancelled
ORD1297,19-03-2025,21-03-2025,Joel Williams,CUST939,Home Office,Office Supplies,File Folder,PROD5230,West,New Mexico,Morganbury,5,1431,15,6081.75,4922.03,1159.72,1,Yes,21,Lee-Campbell,pattonrachel@mcgrath-kaufman.com,Credit Card,Delivered
ORD1298,02-09-2025,06-09-2025,Kelsey Jackson,CUST506,Home Office,Grocery,Milk,PROD1442,North,Louisiana,New Annastad,1,2659,0,2659,2385.43,273.57,9,Yes,25,Snow Inc,andersonryan@patrick-thornton.biz,UPI,Returned
ORD1299,13-01-2026,16-01-2026,Melissa Payne,CUST922,Corporate,Electronics,Monitor,PROD1404,South,Arkansas,Lake Dianeville,7,2384,10,15019.2,11789.45,3229.75,38,NO,0,Conner-Knox,jacquelinewilliams@tran.com,Credit Card,Cancelled
ORD1300,12-07-2025,15-07-2025,Todd Dunn,CUST156,Corporate,Furniture,Book Shelf,PROD7212,South,Kentucky,Leeberg,7,3086,5,20521.9,13108.92,7412.98,46,NO,0,Jones and Sons,moorewilliam@davis.net,UPI,Cancelled
ORD1301,04-03-2026,11-03-2026,Scott Green,CUST156,Consumer,Electronics,Mouse,PROD4643,North,Utah,South Linda,1,4458,5,4235.1,2773.7,1461.4,50,NO,0,May LLC,jillrichardson@phelps.com,Credit Card,Pending
ORD1302,07-10-2024,13-10-2024,Michele Moore,CUST445,Home Office,Electronics,Headphones,PROD5647,West,Kansas,New Markmouth,7,3878,5,25788.7,21365.72,4422.98,18,NO,0,Richard-Wallace,cynthia23@barron-stewart.com,Net Banking,Delivered
ORD1303,09-04-2024,13-04-2024,Lisa Davis,CUST406,Corporate,Electronics,Headphones,PROD2263,East,New York,East Michael,9,3960,20,28512,18915.15,9596.85,42,NO,0,Anderson-Olson,alexandertucker@jackson.info,Net Banking,Cancelled
ORD1304,24-04-2025,27-04-2025,James Haas,CUST948,Corporate,Office Supplies,Pen,PROD5186,South,Washington,Kerrside,4,2458,15,8357.2,5786.5,2570.7,25,NO,0,Mcdonald-Cruz,wendyclark@campbell.com,Cash,Cancelled
ORD1305,09-09-2024,14-09-2024,Michael Morton,CUST485,Home Office,Grocery,Milk,PROD4932,North,Florida,East Brittany,5,3799,5,18045.25,14961.93,3083.32,15,NO,0,Collins-Walter,fjones@kirk-lee.com,UPI,Delivered
ORD1306,07-11-2025,10-11-2025,Mary Bates,CUST735,Corporate,Office Supplies,Pen,PROD3010,West,Virginia,Owenshaven,7,4886,15,29071.7,24131.49,4940.21,24,NO,0,"Hartman, Austin and Hutchinson",ncook@sanders-woods.com,UPI,Pending
ORD1307,18-06-2024,20-06-2024,Keith Crawford,CUST380,Corporate,Grocery,Milk,PROD1413,South,Oregon,New Jeffrey,9,4772,0,42948,34452.17,8495.83,37,NO,0,Herman-Martin,gturner@davila-wilson.biz,Credit Card,Delivered
ORD1308,14-03-2025,17-03-2025,Bryan Rose,CUST492,Home Office,Furniture,Dining Table,PROD4655,East,Oregon,Rodriguezhaven,1,1849,15,1571.65,1322.09,249.56,20,NO,0,"Gonzalez, Roberts and Stewart",taylorrita@clark.com,Net Banking,Delivered
ORD1309,25-05-2024,27-05-2024,Gary Glover,CUST612,Corporate,Electronics,Headphones,PROD5134,South,Alabama,Adamsborough,9,380,15,2907,2584.43,322.57,17,NO,0,Lopez-Love,fordkevin@poole-monroe.net,Cash,Cancelled
ORD1310,22-04-2024,27-04-2024,Sheila Ponce,CUST233,Consumer,Office Supplies,Notebook,PROD3134,West,Oregon,North Hunter,4,3978,0,15912,11046.42,4865.58,43,NO,0,"Long, Cunningham and Frey",xcunningham@morgan-peterson.com,Net Banking,Returned
ORD1311,18-12-2024,20-12-2024,Allen Leblanc,CUST978,Home Office,Electronics,Laptop,PROD1580,South,Mississippi,Kristenhaven,2,239,20,382.4,285.86,96.54,30,NO,0,Johnson Inc,francomichael@thomas-larson.com,Net Banking,Returned
ORD1312,24-06-2025,28-06-2025,Kevin Santos,CUST930,Consumer,Office Supplies,stapler,PROD5544,North,Tennessee,Lake Anthony,5,4228,15,17969,11115.78,6853.22,0,Yes,23,Terry Ltd,ashleydelacruz@smith.info,Credit Card,Delivered
ORD1313,19-10-2024,22-10-2024,Courtney Marquez,CUST378,Home Office,Furniture,Office Chair,PROD2786,North,Louisiana,Port Kellyland,3,613,0,1839,1534.64,304.36,23,NO,0,Adams-Miller,dannyknight@wilson.com,Net Banking,Returned
ORD1314,30-12-2024,05-01-2025,Melissa Cuevas,CUST357,Consumer,Grocery,Fruits,PROD3480,South,Hawaii,North Sarah,7,4565,20,25564,19934.39,5629.61,4,Yes,23,Walker LLC,jeremysantiago@reed.org,UPI,Returned
ORD1315,07-07-2025,09-07-2025,Lucas Williams,CUST704,Consumer,Grocery,Cheese,PROD5083,East,Wisconsin,East Tarafurt,3,3221,0,9663,8034.9,1628.1,32,NO,0,Ramirez and Sons,morganbrenda@taylor-davis.info,Cash,Cancelled
ORD1316,27-01-2025,29-01-2025,Daniel Spears,CUST506,Corporate,Grocery,Eggs,PROD3994,West,Missouri,New Joshuachester,10,560,20,4480,3056.68,1423.32,42,NO,0,"Garcia, Macdonald and Moreno",judy09@evans.biz,UPI,Returned
ORD1317,04-07-2025,05-07-2025,Brian Barnett,CUST840,Consumer,Office Supplies,stapler,PROD1780,South,Tennessee,North Charles,9,4713,10,38175.3,27498.65,10676.65,29,NO,0,Bridges Group,matthewnovak@nelson.com,Net Banking,Pending
ORD1318,12-03-2026,18-03-2026,Brian Rose,CUST432,Corporate,Grocery,Cheese,PROD4558,South,Idaho,Taylorview,1,931,15,791.35,567.95,223.4,39,NO,0,Black Group,leethompson@white.com,UPI,Returned
ORD1319,16-08-2025,18-08-2025,Ryan Barnes,CUST343,Consumer,Grocery,Eggs,PROD3146,North,Massachusetts,Lynchview,8,619,10,4456.8,2995.7,1461.1,41,NO,0,Martin Group,ichavez@wilson.net,Net Banking,Delivered
ORD1320,26-02-2025,01-03-2025,Lisa Hall,CUST700,Home Office,Furniture,Book Shelf,PROD2817,North,Nevada,Gregoryside,4,4913,0,19652,16021.48,3630.52,40,NO,0,Vazquez and Sons,stefanieburke@jenkins.com,Cash,Delivered
ORD1321,08-05-2024,09-05-2024,Lori Schultz DVM,CUST851,Corporate,Office Supplies,stapler,PROD8260,East,Michigan,New Nathanland,3,3599,20,8637.6,7735.01,902.59,21,NO,0,"Jensen, Banks and Vasquez",cohenjon@thompson.com,Net Banking,Cancelled
ORD1322,26-05-2024,27-05-2024,Wayne Floyd,CUST797,Corporate,Furniture,Sofa,PROD5325,East,Missouri,Lake Alison,6,2606,5,14854.2,10416.3,4437.9,38,NO,0,Nash Ltd,karennavarro@owens.com,Cash,Pending
ORD1323,20-09-2025,27-09-2025,Cesar Martinez,CUST762,Consumer,Office Supplies,Notebook,PROD6293,North,Montana,Julieton,8,3957,10,28490.4,22313.27,6177.13,47,NO,0,Smith Ltd,jerryskinner@young.com,UPI,Returned
ORD1324,02-04-2025,05-04-2025,Susan Thomas,CUST150,Consumer,Electronics,Laptop,PROD4864,West,Tennessee,South Davidberg,10,2731,20,21848,18794.21,3053.79,43,NO,0,Ho LLC,travisyoder@perez.com,Credit Card,Cancelled
ORD1325,01-03-2026,07-03-2026,Brittany Rangel,CUST390,Home Office,Office Supplies,Pen,PROD8271,South,West Virginia,Kathleenside,10,2952,15,25092,17853.41,7238.59,44,NO,0,Johnson-Wood,ihaas@rowland.biz,Net Banking,Cancelled
ORD1326,20-03-2025,25-03-2025,Sydney Castillo,CUST712,Consumer,Office Supplies,stapler,PROD8880,East,New Jersey,Nixonview,5,4681,0,23405,20506.25,2898.75,20,NO,0,Yang PLC,jbentley@herrera.biz,Net Banking,Delivered
ORD1327,14-07-2025,16-07-2025,Sarah Wilson,CUST736,Corporate,Furniture,Sofa,PROD3745,West,Louisiana,Danielhaven,7,2551,15,15178.45,9814.34,5364.11,35,NO,0,Gonzales PLC,maddoxsandra@mullins.biz,Credit Card,Pending
ORD1328,24-01-2026,27-01-2026,Tonya Estes,CUST756,Consumer,Furniture,Dining Table,PROD2192,West,Nevada,Port Lauren,10,2700,5,25650,17596.67,8053.33,3,Yes,21,"Bishop, Barton and Bowman",santiagocrystal@mcguire.com,Cash,Cancelled
ORD1329,05-04-2025,07-04-2025,Michelle Horton,CUST394,Consumer,Furniture,Book Shelf,PROD4681,West,Mississippi,Williamschester,3,4161,20,9986.4,7911.29,2075.11,33,NO,0,Ford-Gonzalez,nsaunders@martinez-garcia.biz,UPI,Cancelled
ORD1330,10-10-2024,17-10-2024,Michael Fox,CUST382,Home Office,Electronics,Monitor,PROD3118,South,Utah,New Jacob,7,1755,0,12285,9246.81,3038.19,6,Yes,29,"Thornton, Porter and Lopez",mooremichael@miller.com,Cash,Cancelled
ORD1331,14-11-2024,21-11-2024,Michael Tucker Jr.,CUST223,Consumer,Office Supplies,Pen,PROD8592,West,South Carolina,Port Nicolasview,6,209,0,1254,784.62,469.38,34,NO,0,"Foley, Smith and Franklin",nancy03@carney.com,Net Banking,Cancelled
ORD1332,12-06-2025,16-06-2025,Christopher Diaz,CUST189,Home Office,Office Supplies,Calculator,PROD1397,West,Wyoming,South Eric,1,4276,20,3420.8,2459.86,960.94,15,NO,0,Collins LLC,daniel21@landry.net,Net Banking,Delivered
ORD1333,27-01-2025,01-02-2025,Daisy Scott,CUST745,Home Office,Electronics,Keyboard,PROD8791,West,Oregon,Benjaminfurt,3,1339,10,3615.3,2792.01,823.29,31,NO,0,"Lamb, Ramirez and Hernandez",mariapeters@patterson.com,Net Banking,Cancelled
ORD1334,27-03-2026,03-04-2026,Nicole Charles,CUST207,Corporate,Grocery,Bread,PROD2391,West,North Carolina,Lake Shawnchester,1,420,20,336,268.92,67.08,29,NO,0,"Love, Olsen and Molina",beth65@sawyer-pham.biz,Credit Card,Cancelled
ORD1335,19-02-2026,26-02-2026,Rebecca Miller,CUST186,Home Office,Office Supplies,stapler,PROD2345,South,Tennessee,Port Russell,3,4161,5,11858.85,8851.49,3007.36,48,NO,0,Daniels Inc,riverajennifer@henderson-smith.biz,Net Banking,Delivered
ORD1336,01-08-2024,04-08-2024,Bonnie Peterson,CUST880,Consumer,Office Supplies,Pen,PROD2023,North,Massachusetts,South Amy,5,3382,10,15219,11162.07,4056.93,16,NO,0,Wallace-Long,norr@nelson.com,UPI,Cancelled
ORD1337,14-10-2025,17-10-2025,Dawn Hoffman,CUST694,Consumer,Office Supplies,File Folder,PROD6841,West,New Hampshire,Port Gregory,7,3608,20,20204.8,16977.18,3227.62,45,NO,0,Gregory Inc,foleychristopher@weaver.com,Cash,Pending
ORD1338,08-08-2024,11-08-2024,Jennifer Maldonado,CUST170,Corporate,Office Supplies,Calculator,PROD4514,South,West Virginia,Port Brandiland,8,141,0,1128,815.75,312.25,47,NO,0,"Vazquez, Grant and Nguyen",zimmermanjason@taylor.com,Credit Card,Delivered
ORD1339,12-04-2024,15-04-2024,Kevin Stephens,CUST527,Consumer,Electronics,Laptop,PROD6216,South,Arizona,East Megan,4,3583,15,12182.2,10152.55,2029.65,8,Yes,31,"Brown, Herrera and Suarez",lisadixon@lynch.com,Net Banking,Delivered
ORD1340,16-04-2024,23-04-2024,Craig Cooper,CUST625,Consumer,Office Supplies,Calculator,PROD1527,South,South Carolina,Maryville,9,196,5,1675.8,1106.46,569.34,15,NO,0,West PLC,kimberlyrose@johnson.com,Credit Card,Delivered
ORD1341,19-07-2025,23-07-2025,Carlos Williams,CUST307,Consumer,Furniture,Book Shelf,PROD2711,East,South Carolina,Steventon,4,1476,0,5904,4686.94,1217.06,27,NO,0,Davidson-Berger,sjohnson@lewis.net,Net Banking,Returned
ORD1342,02-05-2024,03-05-2024,Adam Warren,CUST466,Consumer,Office Supplies,stapler,PROD3172,North,Maryland,Pricebury,4,1811,0,7244,4848.75,2395.25,45,NO,0,Kelly Group,greendeborah@west-aguilar.com,Credit Card,Delivered
ORD1343,21-04-2024,25-04-2024,Isaiah Mckinney,CUST998,Home Office,Furniture,Office Chair,PROD6482,East,Utah,Port Amandabury,10,1408,20,11264,9839.5,1424.5,3,Yes,49,Chavez and Sons,mckeematthew@miles-wyatt.com,UPI,Delivered
ORD1344,19-08-2025,25-08-2025,Stacey Carlson,CUST427,Corporate,Office Supplies,Notebook,PROD1318,West,Connecticut,Brandonton,9,3589,10,29070.9,26138.53,2932.37,22,NO,0,Maxwell-Ferrell,julieromero@sullivan-chapman.info,UPI,Delivered
ORD1345,27-01-2026,01-02-2026,Regina Jackson,CUST529,Consumer,Office Supplies,Calculator,PROD6010,North,Florida,West Brianfurt,1,3001,15,2550.85,1563.82,987.03,48,NO,0,Daniels-Roberts,vmartin@smith.biz,Credit Card,Pending
ORD1346,24-07-2025,27-07-2025,Peggy Morales,CUST710,Consumer,Office Supplies,Notebook,PROD9445,South,Florida,Port Kimberly,4,887,10,3193.2,2476.87,716.33,17,NO,0,"Hernandez, Young and Thornton",wilsontimothy@serrano.com,UPI,Pending
ORD1347,13-05-2024,14-05-2024,Elizabeth Lee,CUST614,Consumer,Office Supplies,stapler,PROD8361,South,Indiana,East Julia,6,3184,5,18148.8,15520.7,2628.1,11,NO,0,Hardin-Solis,richardseddie@kline-daugherty.com,Cash,Cancelled
ORD1348,18-06-2025,21-06-2025,Ashley Evans,CUST188,Consumer,Furniture,Sofa,PROD4747,West,Washington,South Gregorymouth,7,3305,5,21978.25,13733.46,8244.79,4,Yes,25,Cooper and Sons,gortiz@hernandez.com,UPI,Returned
ORD1349,26-10-2025,28-10-2025,Jacob Swanson,CUST852,Corporate,Electronics,Mouse,PROD3646,South,Massachusetts,West Timothy,10,4998,5,47481,38457.67,9023.33,2,Yes,37,Atkins Ltd,dustin07@ward.biz,Net Banking,Pending
ORD1350,22-02-2025,27-02-2025,Charles Robinson,CUST472,Corporate,Grocery,Eggs,PROD1294,West,Kansas,Harrisville,5,879,0,4395,3492.14,902.86,36,NO,0,Moss Ltd,nbaker@brown-rowland.com,Cash,Returned
ORD1351,27-08-2025,28-08-2025,James Morgan,CUST475,Consumer,Office Supplies,Notebook,PROD7277,West,California,Lake Ross,9,3997,10,32375.7,24877,7498.7,5,Yes,33,"Smith, Morales and Riddle",ljones@bernard-alvarado.biz,Credit Card,Pending
